region,name,address,x,y,url,summary,atmosphere,purpose,taste,companion,menu,main_dessert,main_coffee,parking
나주,플로우디저트,전남 나주시 호수로 70,126.790150271624,35.0133521066779,http://place.map.kakao.com/978512263,"나주 플로우 디저트는 떡케이크와 쌀 디저트를 전문으로 하며, 건강하고 좋은 재료로 만든 메뉴가 특징입니다. 아메리카노는 꼬숩고 맛있다는 평이 있으며, 쑥절미떡케이크와 구움찰떡이 추천 메뉴입니다. 100% 예약제로 운영됩니다.",갬성적인; 건강한; 예쁜,디저트; 선물; 카페 투어,꼬숩고; 달달한; 쫀득함,가족; 친구·지인,구움찰떡; 떡케이크; 스콘; 아메리카노; 젤리; 휘낭시에,구움찰떡; 쑥절미떡케이크,아메리카노,정보 없음
나주,해이나주,전남 나주시 금성관길 44-1,126.71558876100981,35.03486667023294,http://place.map.kakao.com/1460966593,"해이나주는 한옥의 정취를 느낄 수 있는 나주의 감성적인 카페입니다. 통유리창을 통해 보이는 풍경과 함께 다양한 디저트와 음료를 즐길 수 있으며, 편안한 분위기 속에서 잠시 해이해지며 쉬어가기 좋은 공간입니다.",감성적; 조용한; 통유리; 편안한; 한옥,데이트; 디저트; 수다; 카페 투어; 휴식,고소한; 달달한; 담백한; 진한,가족; 연인; 친구·지인; 혼자,소금빵; 스무디; 아메리카노; 에이드; 치즈케이크; 쿠키,르뱅쿠키; 바스크 치즈케이크; 소금빵,아메리카노; 아인슈페너,가게 앞 2~3대; 갓길 주차 가능
나주,컴포즈커피 나주곰탕거리점,전남 나주시 나주로 144,126.71707840016612,35.031593655411285,http://place.map.kakao.com/450326214,"나주 곰탕거리 인근에 위치한 카페들은 곰탕 식사 후 커피와 디저트를 즐기기 좋은 장소입니다. 특히 나주 특산물인 배를 활용한 디저트와 음료, 절굿대떡 등 다양한 메뉴를 판매하며, 합리적인 가격과 편안한 분위기를 제공합니다. 곰탕거리 방문 시 함께 들러 여유로운 시간을 보내기 좋습니다.",감성적인; 분위기 좋은; 아늑한; 편안한,디저트; 모임; 카페 투어; 커피; 휴식,고소한; 달달한; 신선한,가족; 연인; 친구·지인,떡; 에이드; 주스; 차; 커피; 케이크,나주배 디저트; 절굿대떡,라떼; 아메리카노,주차 가능
나주,카페림,전남 나주시 다도면 세남로 1304,126.819715259659,35.0073576688169,http://place.map.kakao.com/193085865,"시외 카페 치고는 가격이 저렴한 편이며, 내부와 외부 공간이 잘 꾸며져 있고 디저트도 예쁘게 나온다. 특히 레드벨벳 머핀과 소금빵이 맛있고, 시그니처 메뉴인 팬케이크는 퐁신하고 부드러운 식감이 특징이다.",감성적인; 고즈넉한; 내추럴한,데이트; 디저트; 커피; 휴식,고소한; 달달한; 부드러운; 퐁신한,연인; 친구·지인,딸기음료; 머핀; 소금빵; 팬케이크,레드벨벳 머핀; 소금빵; 팬케이크,,정보 없음
나주,할리스 나주빛가람혁신도시점,전남 나주시 배멧3길 5-4,126.78579651602801,35.01874195820527,http://place.map.kakao.com/1783228474,"나주 혁신도시에 위치한 카페들은 다양한 디저트와 음료를 판매하며, 깔끔하고 따뜻한 분위기 속에서 여유로운 시간을 보내기 좋습니다. 일부 카페는 뷰가 좋거나 애견 동반이 가능하며, 가족 모임이나 단체 모임에도 적합한 공간을 제공합니다.",감성적인; 깔끔한; 넓은; 따뜻한; 여유로운; 조용한,데이트; 디저트; 모임; 수다; 카페 투어,건강한; 달달한; 맛있는; 신선한,가족; 반려동물 동반; 어린이 동반; 연인; 친구·지인,디저트; 스무디; 음료; 커피; 케이크; 크로플,디저트; 케이크; 크로플,아메리카노; 커피,갓길 주차 가능; 정보 없음; 주차 가능
나주,컴포즈커피 나주대호일등점,전남 나주시 대호길 92,126.71628763998005,35.043197000791416,http://place.map.kakao.com/1387941016,"나주 지역의 다양한 카페들은 깔끔한 공간과 합리적인 가격대의 음료를 제공하며, 테이크아웃 전문점부터 통창으로 풍경을 즐길 수 있는 곳까지 선택의 폭이 넓습니다. 디저트 메뉴도 다양하게 준비되어 있어 취향에 맞게 즐기기 좋습니다.",감성적인; 깔끔한; 조용한; 편안한,간단한 음료; 디저트; 카페 투어; 피크닉 테이크아웃,달달한; 산미 있는; 신선한,아이 동반; 연인; 친구·지인; 혼자,디저트; 라떼; 스무디; 아메리카노; 커피; 케이크,딸기생크림케익; 티그레; 황치즈버터바,시그니처 라떼; 아이스 아메리카노,갓길 주차 가능; 정보 없음; 주차 가능; 주차 넓음
나주,컴포즈커피 나주혁신스퀘어가든점,전남 나주시 상야4길 22,126.79118972746183,35.02251190731737,http://place.map.kakao.com/1694816728,"나주혁신도시에 위치한 다양한 카페들은 맛있는 커피와 디저트를 제공하며, 감성적인 인테리어와 편안한 분위기를 자랑합니다. 일부 카페는 가성비가 좋고, 베이커리, 샌드위치 등 다양한 메뉴를 갖추고 있어 방문객들의 만족도를 높입니다.",감성적인; 깔끔한; 편안한; 힙한,데이트; 디저트; 수다; 업무; 커피,고소한; 달달한; 상큼한; 신선한,가족; 연인; 친구·지인; 혼자,라떼; 샌드위치; 아메리카노; 케이크; 쿠키; 크루아상,까눌레; 치즈케이크; 크림도넛,라떼; 아메리카노; 아인슈페너; 콜드브루,주차 가능
나주,컴포즈커피 나주일등점,전남 나주시 영산포로 139,126.70686663151473,34.99462105372132,http://place.map.kakao.com/1622257140,"나주 혁신도시의 여러 카페들은 저렴한 가격에 다양한 음료와 디저트를 제공하며, 친구, 연인과 함께 방문하기 좋은 공간입니다. 일부 카페는 넓은 주차 공간을 갖추고 있으며, 조용하고 감성적인 분위기에서 여유를 즐기기에도 좋습니다.",감성적인; 깔끔한; 분위기 좋은; 조용한; 차분한; 한산한,간단한; 데이트; 디저트; 여유; 카페 투어; 커피,깔끔 담백한; 달달한; 산미 있는; 신선한; 우유맛,연인; 친구·지인; 혼자,딸기연유라떼; 아이스 아메리카노; 자두스무디; 케이크; 티그레; 황치즈버터바,딸기생크림케익; 티그레; 황치즈버터바,GT 시크니처 라떼; 아이스 아메리카노,갓길 주차 가능; 공용 주차장; 주차 가능; 주차 협소
나주,컴포즈커피 나주마한농협양산점,전남 나주시 왕곡면 장산양산길 37,126.70553384688095,34.97344076590491,http://place.map.kakao.com/1569358399,"다양한 나주 지역 카페들은 커피와 디저트 메뉴가 맛있고, 특히 컴포즈커피와 블레스롤 등은 접근성이 좋으며 저렴한 가격으로 인기가 많습니다. 일부 카페는 독특한 분위기나 역사 관련 북카페 등 특별한 경험을 제공하기도 합니다.",감성적인; 넓은; 이쁜; 조용한; 편안한,간식; 데이트; 디저트; 커피; 휴식,고소한; 달달한; 맛있는; 부드러운; 산미 있는,연인; 친구·지인; 혼자,디저트; 라떼; 아메리카노; 아이스크림; 커피; 케이크,아이스초코케익; 크로플; 황치즈버터바,라떼; 아메리카노,정보 없음; 주차 가능; 주차 넓음; 주차 협소
나주,다올,전남 나주시 금남길 55-1,126.714238798491,35.0335565055282,http://place.map.kakao.com/921960823,"나주 한옥 카페 다올은 고즈넉한 분위기에서 다양한 디저트와 음료를 즐길 수 있는 곳입니다. 특히 말렌카 꿀 케이크와 크로플이 인기 있으며, 부모님과 함께 방문하기에도 좋습니다.",감성적인; 고즈넉한; 운치있는; 정원이 예쁜; 편안한; 한옥,가족; 데이트; 디저트; 수다; 카페 투어; 휴식,고소한; 달달한; 맛있는; 신선한; 진한,가족; 부모님; 연인; 친구·지인,디저트; 빙수; 차; 커피; 케이크; 크로플,말렌카 꿀케이크; 크로플; 크룽지,아메리카노; 카페라떼,주차 불가
나주,컴포즈커피 나주남평점,전남 나주시 남평읍 강변2길 5-9,126.85042518250226,35.04041239590636,http://place.map.kakao.com/537357439,"나주 지역의 카페들은 다양한 디저트 메뉴와 1리터 사이즈의 커피를 제공하며, 개인 카페 기준 합리적인 가격대를 형성하고 있습니다. 조용하고 감성적인 분위기에서 커피 한잔을 즐기거나, 간편하게 디저트를 맛보기에 좋습니다. 일부 카페는 주차 정보를 제공합니다.",감성적인; 분위기 좋은; 조용한; 차분한,데이트; 디저트; 이야기; 커피; 휴식,깔끔한; 달달한; 담백한; 산미 있는,연인; 친구·지인; 혼자,디저트; 스무디; 음료; 커피; 케이크; 쿠키,케이크; 티그레; 황치즈버터바,라떼; 아메리카노,주차 가능
나주,컴포즈커피 나주혁신문화로점,전남 나주시 문화로 226,126.785216371604,35.0189446444508,http://place.map.kakao.com/2033228998,"나주 혁신도시에 다양한 디저트와 음료를 즐길 수 있는 카페들이 많습니다. 가격대는 개인 카페 기준 착한편이며, 깔끔한 인테리어와 편안한 공간에서 여유로운 시간을 보내기 좋습니다. 일부 카페는 애견 동반이 가능하며, 방문 목적에 따라 가볍게 커피 한 잔을 즐기거나 브런치를 즐기기에도 적합합니다.",감성적인; 깔끔한; 편안한; 힙한,데이트; 디저트; 브런치; 수다; 커피; 휴식,고소한; 달달한; 맛있는; 부드러운; 상큼한,가족; 반려동물 동반; 연인; 친구·지인; 혼자,러스크; 샌드위치; 커피; 케이크; 쿠키; 크루아상,까눌레; 케이크; 쿠키,라떼; 스무디; 아메리카노; 에이드,주차 가능; 주차 협소
나주,컴포즈커피 나주동강농협주유소점,전남 나주시 동강면 남악동강로 1432,126.567033642819,34.9299317796852,http://place.map.kakao.com/677600428,"넓은 주차장을 갖춘 대형 카페로, 다양한 커피와 함께 풍성한 디저트를 즐길 수 있습니다. 가격대는 합리적이며, 개인 카페 기준으로는 부담 없는 편입니다. 커피 외에도 다양한 음료와 디저트 메뉴가 준비되어 있어 선택의 폭이 넓습니다.",넓은; 모던한; 조용한; 편안한,간단한 식사; 데이트; 디저트; 카페 투어; 커피,달달한; 부드러운; 산미 있는; 신선한,가족; 연인; 친구·지인; 혼자,라떼; 샌드위치; 스콘; 아메리카노; 케이크; 크로플,롤케이크; 에그타르트; 티그레; 황치즈버터바,라떼; 아메리카노,주차 가능; 주차 넓음
나주,컴포즈커피 나주송월부영점,전남 나주시 나주로 41-17,126.714979492715,35.0241199463304,http://place.map.kakao.com/889075570,"나주 지역의 다양한 카페들은 개인 카페임에도 합리적인 가격대의 음료와 디저트를 제공합니다. 조용하고 감성적인 분위기에서 여유로운 시간을 보내거나, 산미있는 커피와 달콤한 디저트를 즐길 수 있는 곳들이 많습니다.",감성적인; 분위기 좋은; 조용한; 차분한; 편안한,데이트; 디저트; 수다; 카페 투어; 커피 한잔,깔끔한; 달콤한; 담백한; 산미 있는; 진한,연인; 친구·지인; 혼자,디저트; 아메리카노; 음료; 커피; 케이크,말렌카; 와플; 쿠키; 티그레; 황치즈버터바,시그니처 라떼; 아메리카노,갓길 주차 가능; 공용 주차장
나주,컴포즈커피 나주혁신한빛로점,전남 나주시 한빛로 41,126.779763811906,35.0252400109215,http://place.map.kakao.com/337851724,"나주 혁신도시에 위치한 여러 카페들은 깔끔한 인테리어와 다양한 디저트 및 음료 메뉴를 제공하며, 가성비 좋은 곳부터 특별한 시그니처 메뉴를 갖춘 곳까지 선택의 폭이 넓습니다. 일부 카페는 넓은 공간과 편안한 분위기를 자랑하며, 직장인 점심 후 커피 한 잔이나 여유로운 시간을 보내기에도 좋습니다.",감성적인; 깔끔한; 모던한; 여유로운; 편안한; 힙한,가벼운 점심; 데이트; 디저트; 업무; 카페 투어; 커피,고소한; 달달한; 부드러운; 상큼한; 신선한; 진한,가족; 어린이 동반; 연인; 친구·지인; 혼자,라떼; 샌드위치; 아메리카노; 에이드; 케이크; 쿠키,까눌레; 치즈케잌; 크루아상,드립커피; 시그니처 라떼; 아인슈페너; 크림라떼,정보 없음
나주,컴포즈커피 나주금천농협빛가람점,전남 나주시 중야2길 24,126.7849883884341,35.016882787829395,http://place.map.kakao.com/1393613096,"나주 지역의 다양한 카페들은 넓은 주차장과 함께 맛있는 커피와 다채로운 디저트를 제공합니다. 특히 디저트39의 도쿄롤, 블레스롤의 아이스 초코 케익 등 시그니처 메뉴들이 인기가 많으며, 개인 카페들도 착한 가격과 독창적인 메뉴로 방문객을 맞이합니다.",감성적인; 넓은; 모던한; 북적이는; 조용한; 편안한,가족 외식; 데이트; 디저트; 수다; 업무; 카페 투어,고소한; 달달한; 부드러운; 산미 있는; 신선한; 진한,가족; 어린이 동반; 연인; 친구·지인; 혼자,라떼; 롤; 샌드위치; 아메리카노; 케이크; 크로플,도쿄롤; 아이스초코케익; 황치즈버터바,라떼; 아메리카노; 콜드브루,가게 앞 주차; 골목 주차; 정보 없음; 주차 가능; 주차 넓음; 주차 협소
나주,카페플라워92,전남 나주시 쌍산3길 5-6,126.79471632301,35.027995596245,http://place.map.kakao.com/1927598650,"나주에 위치한 카페 플라워 92는 꽃과 식물로 가득한 힐링 공간입니다. 커피 주문 시 미니 꽃을 증정하며, 깨끗한 화장실과 테라스 공간도 갖추고 있습니다. 다양한 음료와 디저트 메뉴를 즐길 수 있습니다.",꽃; 식물; 힐링,디저트; 카페 투어; 휴식,달달한; 커피,연인; 친구·지인,간식; 디저트; 음료; 커피,,커피,정보 없음
나주,1913카페정감,전남 나주시 영산포로 263-5,126.70729789644896,35.004858159244556,http://place.map.kakao.com/1401386657,"나주 지역 카페들은 정감 있고 따뜻한 분위기를 자랑하며, 다양한 음료와 맛있는 디저트를 제공합니다. 넓은 공간과 아늑한 인테리어는 편안한 휴식을 선사하며, 사진 찍기 좋은 공간도 마련되어 있습니다.",감성적인; 따뜻한; 아늑한; 정감있는; 편안한,디저트; 수다; 카페 투어; 휴식,달달한; 맛있는,연인; 친구·지인,디저트; 음료; 커피; 케이크,꿀케이크; 스콘,커피,갓길주차; 주차 가능
나주,더리터 나주혁신점,전남 나주시 배멧3길 19-3,126.78636400120085,35.01919274630777,http://place.map.kakao.com/976894031,"나주혁신점 카페들은 통유리로 탁 트인 전망을 자랑하며, 편안한 분위기 속에서 맛있는 디저트와 커피를 즐길 수 있습니다. 다양한 디저트 라인업과 친절한 서비스로 방문객들의 만족도를 높이고 있으며, 특히 늦은 시간까지 영업하는 곳들도 있어 편리하게 이용 가능합니다.",감성적인; 고급스러운; 빈티지스러운; 웅장한; 차분한; 편안한,데이트; 디저트; 수다; 업무; 카페 투어,고소한; 달달한; 진한; 촉촉한; 크리미한,가족; 어린이 동반; 연인; 친구·지인; 혼자,디저트; 스무디; 커피; 케이크; 크루아상,누네띠네 크루아상; 롤케이크; 버터바; 소금빵; 크로플,디카페인; 아메리카노; 크림라떼,건물 주차장; 주차 가능
나주,컴포즈커피 나주빛가람그린로점,전남 나주시 그린로 195,126.78780643845735,35.00966138905947,http://place.map.kakao.com/1133676125,"나주 혁신도시의 여러 카페들은 맛있는 디저트와 커피, 넓고 쾌적한 공간, 그리고 아름다운 뷰를 자랑합니다. 다양한 메뉴와 친절한 서비스, 편리한 주차 공간까지 갖춘 곳들이 많아 방문객들의 만족도가 높습니다. 특히 디저트 종류가 다양하고 커피 맛도 훌륭하여 디저트와 커피를 즐기기 좋은 곳들입니다.",깔끔한; 넓은; 따뜻한; 모던한; 아늑한; 조용한,데이트; 디저트; 산책; 카페 투어; 커피; 힐링,고소한; 꾸덕한; 달달한; 담백한; 신선한; 진한,가족; 반려동물 동반; 어린이 동반; 연인; 친구·지인; 혼자,라떼; 마카롱; 샌드위치; 커피; 케이크; 크로플,딸기티라미수; 말렌카; 버터바,드립커피; 아메리카노; 카페라떼,전용주차장; 주차 가능; 주차 넓음
나주,컴포즈커피 나주빛가람황동점,전남 나주시 황동3길 83,126.77623912996546,35.01423494686741,http://place.map.kakao.com/327588073,"나주 빛가람동 지역의 다양한 카페들은 맛있는 디저트와 음료를 제공하며, 넓은 공간과 감성적인 인테리어가 특징입니다. 일부 카페는 호수 전망을 갖추고 있어 특별한 경험을 선사하며, 주차 정보와 사진 촬영 팁도 제공되어 방문객의 만족도를 높입니다.",감성적인; 깔끔한; 넓은 공간; 아늑한; 조용한; 편안한,데이트; 디저트; 수다; 카페 투어; 휴식,고소한; 달달한; 담백한; 맛있는; 신선한,가족; 어린이 동반; 연인; 친구·지인; 혼자,디저트; 마카롱; 샌드위치; 커피; 케이크; 크로플,말렌카; 버터바; 케이크,라떼; 아메리카노; 핸드드립,정보 없음; 주차 가능
나주,커피예가,전남 나주시 내동길 14,126.712571594635,35.0136276501879,http://place.map.kakao.com/1722424068,,,,,,,,,
나주,포레스트,전남 나주시 한빛로 262,126.79384812810666,35.022011680373375,http://place.map.kakao.com/1298205753,"나주 빛가람동에 위치한 이 카페는 감성적인 인테리어와 함께 다양한 디저트와 음료를 제공합니다. 특히 '리틀 포레스트'라는 시그니처 메뉴와 까눌레가 인기가 많으며, 넓은 주차 공간을 갖추고 있어 방문이 편리합니다. 친구, 연인과 함께 방문하여 여유로운 시간을 보내기 좋습니다.",감성적인; 넓은; 이색적인; 편안한,데이트; 디저트; 수다; 카페 투어; 휴식,고소한; 달달한; 진한; 향긋한,가족; 어린이 동반; 연인; 친구·지인,까눌레; 라떼; 에이드; 커피; 케이크,까눌레; 리틀 포레스트,아몬드 크림라떼,주차 넓음
나주,컴포즈커피 나주혁신점,전남 나주시 상야1길 21,126.78732949565112,35.022502500080115,http://place.map.kakao.com/1800019537,"GT커피 나주혁신점은 다양한 종류의 디저트와 맛있는 커피를 합리적인 가격으로 즐길 수 있는 곳입니다. 디카페인 변경이 가능하며, 저녁 12시까지 영업하여 방문하기 좋습니다.",감성적인; 깔끔한; 모던한; 산업적인,데이트; 디저트; 수다; 카페 투어,꾸덕한; 달달한; 맛있는; 진한,가족; 연인; 친구·지인,라떼; 버터바; 스무디; 에이드; 케이크; 크루아상,버터바; 케이크; 크루아상,라떼; 시그니처 라떼; 아메리카노,건물 주차장 2시간 무료
나주,풀꽃향기,전남 나주시 금천면 원곡길 77-9,126.747130992247,35.0426162137703,http://place.map.kakao.com/533850740,,,,,,,,,
나주,나주커피,전남 나주시 그린로 357,126.79375286920359,35.01849343845325,http://place.map.kakao.com/475815843,"나주 지역의 여러 카페들은 맛있는 디저트와 커피를 제공하며, 방문객들에게 좋은 경험을 선사합니다. 일부 카페는 독특한 시그니처 메뉴와 함께 편안하거나 감성적인 분위기를 자랑하며, 주차 편의성이나 특별한 뷰를 제공하기도 합니다.",감성적인; 넓은; 모던한; 아늑한; 편안한,데이트; 디저트; 수다; 카페 투어; 커피; 힐링,고소한; 달달한; 신선한; 진한,가족; 연인; 친구·지인; 혼자,라떼; 샌드위치; 아메리카노; 케이크; 크로플; 티,롤케이크; 소금빵; 크로플; 티그레,아메리카노; 아인슈페너; 콜드브루,정보 없음; 주차 가능
나주,컴포즈커피 나주남평로중앙점,전남 나주시 남평읍 남평2로 54-1,126.84201402261,35.0470313544286,http://place.map.kakao.com/724946131,"컴포즈커피는 다양한 음료와 디저트 메뉴를 가성비 좋은 가격에 즐길 수 있는 프랜차이즈 카페입니다. 특히 마카롱, 케이크, 쿠키, 크로플 등 여러 디저트가 준비되어 있으며, 일부 매장은 쾌적하고 조용한 분위기에서 커피를 즐기기 좋습니다.",가성비 좋은; 깔끔한; 조용한; 쾌적한,가벼운 휴식; 디저트; 커피,달달한; 신선한,가족; 연인; 친구·지인; 혼자,디저트; 마카롱; 커피; 케이크; 쿠키; 크로플,마카롱; 와플; 크룽지,아메리카노; 카페라떼,정보 없음
나주,리시안셔스,전남 나주시 노안면 금안2길 144-5,126.691773777719,35.0693319339597,http://place.map.kakao.com/793809786,,,,,,,,,
나주,5블럭,전남 나주시 배멧3길 19-3,126.78631227675477,35.01928008895837,http://place.map.kakao.com/225363901,"나주 빛가람호수공원 근처에 위치한 5블럭은 이른 아침부터 영업하며 커피 맛이 좋고, 베이커리 메뉴도 다양하게 갖춘 카페입니다. 넓은 공간 구성과 공원 뷰를 즐기며 여유로운 시간을 보내기 좋습니다.",공원뷰; 넓은; 모던한; 편안한,가벼운 점심; 디저트; 수다; 업무; 카페 투어,달달한; 맛있는 커피,가족; 어린이 동반; 연인; 친구·지인; 혼자,라떼; 베이커리; 스콘; 커피; 케이크,베이커리; 스콘,카페라떼; 커피,주차 가능
나주,프랭크커핀바 나주혁신점,전남 나주시 상야1길 21,126.787928917031,35.0229046622005,http://place.map.kakao.com/390898868,"프랭크커핀바 나주혁신점은 유럽풍의 세련된 외관과 내부 인테리어가 돋보이는 카페로, 다양한 종류의 커피와 함께 크로플, 휘낭시에 등 디저트 메뉴를 즐길 수 있습니다. 특히 바 좌석은 독특한 분위기를 선사하며, 음료와 디저트 모두 만족스러운 맛을 제공합니다.",분위기 좋은; 세련된; 앤틱한; 유럽풍; 이국적인; 편안한,데이트; 디저트; 수다; 카페 투어; 커피,달콤한; 맛있는; 부드러운; 진한,가족; 연인; 친구·지인,맥주; 커피; 케이크; 콜드브루; 크로플; 휘낭시에,크로플,에스프레소; 콜드브루; 크림라떼,정보 없음
나주,스타벅스 나주혁신DT점,전남 나주시 빛가람로 838,126.803056267739,35.0212310552948,http://place.map.kakao.com/420662298,"스타벅스 나주혁신DT점은 넓은 공간과 편안한 주차 공간을 갖춘 대형 카페로, 가족 및 아이들과 함께 방문하기 좋습니다. 2층에는 신발을 벗고 올라가는 넓은 공간이 마련되어 있습니다.",넓은; 대형; 모던한; 조용한; 편안한,가족; 디저트; 수다; 카페 투어; 휴식,달달한; 신선한,가족; 어린이 동반; 연인; 친구·지인; 혼자,디저트; 마카롱; 음료; 커피; 케이크,디저트,아이스 블랙 글레이즈드 라떼,무료 주차; 주차 가능; 주차 넓음
나주,카페파밀리에,전남 나주시 영산포로 121,126.706124187132,34.9933374960505,http://place.map.kakao.com/27551740,"나주 카페 파밀리에는 영산포 벚꽃 명소로, 카페 안에서 아름다운 벚꽃을 감상하며 음료와 디저트를 즐길 수 있습니다. 특히 벚꽃 시즌에 인기가 많으며, 다양한 베이커리와 케이크, 마카롱 등 디저트 메뉴도 준비되어 있습니다. 카페 주변 골목 주차가 가능합니다.",감성적인; 벚꽃뷰; 북적이는; 편안한,데이트; 디저트; 벚꽃 구경; 봄 나들이; 카페 투어,달달한; 맛있는,가족; 연인; 친구·지인; 혼자,디저트; 마카롱; 베이커리; 와플; 커피; 케이크,땅콩빵; 마카롱; 소보루 베이글; 치즈 베이글; 케이크,아메리카노; 파밀커피,골목 주차
나주,윤뜰,전남 나주시 재신길 24,126.7137943659523,35.02272633388876,http://place.map.kakao.com/1069219203,"나주역 근처에 위치한 카페 윤뜰은 다양한 브런치 메뉴와 디저트, 음료를 제공합니다. 친절한 직원과 아늑한 공간에서 맛있는 커피와 함께 즐거운 시간을 보낼 수 있으며, 브런치 메뉴 외에도 케이크, 쿠키 등 다양한 디저트를 맛볼 수 있습니다.",감성적인; 고즈넉한; 아늑한; 조용한,가벼운 식사; 데이트; 디저트; 브런치; 카페 투어,고소한; 달달한; 진한,가족; 연인; 친구·지인; 혼자,브런치; 샌드위치; 샐러드; 에이드; 커피; 케이크,당근 케이크; 바스크 치즈 케이크; 호두 파이,라떼; 아메리카노; 아인슈페너; 콜드브루,정보 없음
나주,한켠에,전남 나주시 빛가람로 685,126.78666360891232,35.02153685687061,http://place.map.kakao.com/1160784173,"나주 혁신도시에 위치한 디저트 카페 '한켠에'는 맛있는 쿠키와 다양한 종류의 생과일 케이크로 유명합니다. 특히 딸기 케이크와 망고 케이크가 인기 있으며, 매장은 모던한 인테리어에 아기자기한 분위기를 느낄 수 있습니다. 지하 주차장을 이용할 수 있습니다.",감성적인; 모던한; 아기자기한; 편안한,데이트; 디저트; 모임; 수다; 카페 투어,고소한; 달달한; 신선한,가족; 연인; 친구·지인; 혼자,밀크티; 바; 아메리카노; 케이크; 쿠키; 휘낭시에,딸기케이크; 망고케이크; 쿠키,밀크티; 아메리카노,건물 지하 주차장
나주,스타벅스 전남나주점,전남 나주시 상야1길 21,126.787988973006,35.0225613421259,http://place.map.kakao.com/2033587243,"나주혁신도시에 위치한 스타벅스 전남나주점은 깔끔한 매장과 친절한 직원 응대가 돋보입니다. 다양한 음료와 디저트, MD 상품이 준비되어 있으며, 넓은 공간과 편리한 주차 시설을 갖추고 있어 여유로운 시간을 보내기 좋습니다.",깔끔한; 넓은; 편안한,이야기; 친구·지인; 카페 투어,달달한,연인; 친구·지인,디저트; 스콘; 음료; 커피; 케이크,스콘; 케이크,아메리카노; 커피,넓은; 주차 가능
나주,빽다방 나주듀플렉스호텔점,전남 나주시 배멧2길 13,126.793359795618,35.0188199703505,http://place.map.kakao.com/1969928911,나주 빽다방에서는 아이스 아메리카노와 크림빵 등 다양한 메뉴를 테이크아웃하여 집에서 맛있게 즐길 수 있습니다.,편안한,디저트; 커피; 테이크아웃,달달한,가족; 친구·지인; 혼자,디저트; 빵; 커피,크림빵,아이스 아메리카노,정보 없음
나주,카페염원,전남 나주시 문화로 234,126.78529889390106,35.01965056976439,http://place.map.kakao.com/4939451,"카페염원은 나주혁신도시에 위치한 감성적인 디저트 맛집으로, 매일 직접 만드는 신선한 케이크와 다양한 디저트 메뉴를 맛볼 수 있습니다. 메론 생크림 케이크가 시그니처 메뉴이며, 비 오는 날 창밖 풍경과 어우러지는 인테리어가 인상적입니다.",감성적인; 깔끔한; 아늑한; 조용한,데이트; 디저트; 수다; 카페 투어,달달한; 신선한; 진한; 푹신한,가족; 연인; 친구·지인; 혼자,디저트; 롤케이크; 음료; 커피; 케이크; 쿠키,망고 바스케 치즈케익; 메론 생크림 케이크; 사브레쿠키,염원라떼,가게 주변 길가 주차
나주,스테이케이션,전남 나주시 석전2길 18,126.779041161389,35.0242192393927,http://place.map.kakao.com/1275697010,"나주 스테이케이션은 다양한 종류의 까눌레를 포함한 디저트와 시그니처 메뉴인 아몬드 크림 라떼가 맛있는 분위기 좋은 카페입니다. 선물용으로도 좋은 원두와 머그잔 세트도 구매 가능하며, 밤에도 멋진 야경을 즐길 수 있습니다.",감성적인; 모던한; 분위기 좋은; 아늑한; 포근한,나들이; 데이트; 디저트; 수다; 카페 투어,고소한; 달달한; 맛있는; 부드러운; 진한,가족; 어린이 동반; 연인; 친구·지인,까눌레; 라떼; 마들렌; 브라우니; 커피; 케이크,까눌레; 브라우니,아메리카노; 아몬드 크림 라떼,주차 가능
나주,이디야커피 나주빛가람종합병원점,전남 나주시 도민길 24-3,126.7990399199435,35.02369875445815,http://place.map.kakao.com/1459295257,"나주 혁신도시의 다양한 카페들은 맛있는 디저트와 음료를 제공하며, 편안한 분위기 속에서 여유로운 시간을 보낼 수 있는 공간을 제공합니다. 일부 카페는 뷰가 좋거나 애견 동반이 가능하며, 주차 정보 등도 확인 가능합니다.",감성적인; 깔끔한; 넓은; 아늑한; 편안한,디저트; 수다; 업무; 카페 투어; 휴식,고소한; 달달한; 맛있는; 신선한,가족; 반려동물 동반; 연인; 친구·지인; 혼자,마카롱; 에이드; 커피; 케이크; 크로플,딸기티라미수; 마카롱; 말렌카; 크루아상; 휘낭시에,드립커피; 라떼; 아메리카노; 커피; 콜드브루,정보 없음; 주차 가능
나주,ggtpot,전남 나주시 남평읍 동촌로 236-42,126.87049693534996,35.05142595466654,http://place.map.kakao.com/1514472393,"나주 은행나무 수목원에 위치한 GGT POT는 다양한 디저트와 음료를 판매하며, 넓은 공간과 편안한 분위기를 자랑합니다. 특히 은행나무 시즌에 방문하면 아름다운 풍경을 감상하며 인생샷을 남기기 좋습니다. 애견 동반이 가능하며, 아이들과 함께 방문하기에도 적합합니다.",자연친화적인; 편안한; 평화로운; 풍경이 좋은; 힐링되는,가족 나들이; 데이트; 사진 촬영; 산책; 카페 투어,고소한; 달달한; 따뜻한; 상큼한,가족; 반려동물 동반; 아이와 함께; 연인,수제차; 에이드; 젤라또; 커피; 케이크; 피자,마늘바게트; 모카번; 밤파이; 티라미슈 케이크,아이스아메리카노,주차 가능; 주차 넓음
